Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Mar-11,Senior,GOE100014,N/D,SCS1,Head of Risk Management,Responsible for assuring aspects of the London 2012 Olympic and Paralympic Games Programme,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/D,,Operational Delivery,Has fewer than 5 direct reports. Staff costs are included in the total salary cost of the individual reports to.,1
Mar-11,Senior,GOE100079,N/D,SCS1,Performance Manager,Programme Manager for the London 2012 team,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/D,,Operational Delivery,,1
Mar-11,Senior,GOE100119,David Goldstone,SCS2,GOE Finance Director,"Leading on assurance and delivery of the Games’ venues and infrastructure, and that the whole programme remains on budget and provides value for money","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,Directors.mailbox@culture.gsi.gov.uk,GOE100001,N/D,1,185000,189999,Finance,Has fewer than 5 direct reports. Staff costs are included in the total salary cost of the individual reports to.,1
Mar-11,Senior,GOE100150,Vacant,SCS2,"Director, Integration and Readiness",Responsible for assuring and integrating the 5 command and control domains operating during games time,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,N/A,N/A,GOE100001,0,1,N/D,,Operational Delivery,,1
Mar-11,Senior,GOE100157,N/D,SCS2,"Director, Government Olympics Communication","Leading on 2012 Olympic communications, icluding public engagement and community relations work","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,152003,1,0,0,Communications,Paid by the ODA,1
Mar-11,Senior,GOE100010,N/D,SCS1,Head of Safety and Security,"Government Olympic Executive lead on safety and security, including assurance and integration with other operations; and SCS lead on Olympic Park Legacy.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,N/D,,Policy,Has fewer than 5 direct reports. Staff costs are included in the total salary cost of the individual reports to.,1
Mar-11,Senior,GOE100011,N/D,SCS1,Head of Government Services,Responsible for oversight of all the services Government needs to deliver in 2012,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,762788,1,N/D,,Operational Delivery,,1
Mar-11,Senior,GOE100111,N/D,SCS1,Head of Secondment Programmes,Responsible for securing cross-public sector secondees for LOCOG.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,0,0,Operational Delivery,Paid by the Home Office,1
Mar-11,Senior,GOE100114,N/D,SCS1,Head of UK-Wide Operations,Responsible for all operations and Government services outside venues beyond London.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,483121,1,0,0,Operational Delivery,Paid by the Home Office,1
Mar-11,Senior,GOE100009,N/D,SCS1,Head of UK Olympic Legacy,Responsible for bringing together cross-Government programmes to maximise national dividend from the public investment in the Games and support the legacy Governance structures,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,540456,1,N/D,,Operational Delivery,,1
Mar-11,Senior,GOE100008,N/D,SCS1,Head of Projects,Temporarily responsible for Park Operations [up to 31 October 2010]. Head of team assuring venues and infrastructure delivery,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,255045,1,N/D,,Programme and Project Management (PPM),Has fewer than 5 direct reports. Staff costs are included in the total salary cost of the individual reports to.,1
Mar-11,Senior,GOE100013,N/D,SCS1,Head of Finance and LOCOG,"Leading on the assurance of LOCOG finance, Strategic Advice on Spending Reviews.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,468837,1,N/D,,Finance,,1
Mar-11,Senior,GOE100131,N/D,SCS1,Head of Supply Chain Management,Coordinating critical supply chain activity for the 2012 Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,0.5,N/D,,Procurement,Part pay-cost shared with HO and ODA,1
Mar-11,Senior,GOE100133,N/D,SCS1,Head of Workforce,Responsible for LOCOG workforce planning and resourcing for the 2012 Olympic,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,0.5,N/D,,Operational Delivery,Part pay-cost shared with HO and ODA,1
Mar-11,Senior,GOE100130,N/D,SCS1,Head of Games Readiness,"Responsible for delivery of Games Readiness exercises, assuring that appropriate structures are in place","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100150,N/D,1,N/D,,Operational Delivery,Has fewer than 5 direct reports. Staff costs are included in the total salary cost of the individual reports to.,1
Mar-11,Senior,CCM200001,N/D,SCS1,Head of Communications,"Responsible for coordinating 2012 communications, icluding public engagement and community relations work","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100157,267147,0.8,N/D,,Communications,,1
Mar-11,Senior,IET000047,N/D,SCS1,Head of Broadband and Spectrum,Responsible for the strategy and development of policy and managing a flexible portfolio of people and activities to deliver Ministerial and Departmental objectives,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 6349,N/D,MDA100000,995641,1,N/D,,Policy,,1
Mar-11,Senior,IET000054,N/D,SCS1,"Head of Creative Economy, Telecoms and Internet","Responsible for the strategy and development of policy for creative economies, telecoms and internet","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 6075,N/D,MDA100000,767885,1,N/D,,Policy,,1
Mar-11,Senior,IET100024,N/D,SCS1,Chief Executive of Broadband Delivery,Responsible for the regulatory framework to encourage business to invest in providing superfast broadband,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 6363,N/D,MDA100000,N/D,1,0,0,Operational Delivery,Has fewer than 5 direct reports. Staff costs are included in the total salary cost of the individual reports to.,1
Mar-11,Senior,MDA100002,N/D,SCS1,Head of Media,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area or elements of the Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 2396,N/D,MDA100000,N/D,1,N/D,,Policy,Departmental flexible pool,1
Mar-11,Senior,PDT100000,N/D,SCS1,Head of Policy Delivery & Resources,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area or elements of the Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 6508,N/D,MDA100000,6329122,1,N/D,,Programme and Project Management (PPM),The Budgetary responsibilty of the departmental flexible pool is under one SCS1,1
Mar-11,Senior,0,N/D,SCS1,Not in post,Not in post,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,N/A,N/D,GOE100157,N/D,1,N/D,,Communications,On paid maternity leave,1
Mar-11,Senior,CUL100000,Clare Pillman,SCS2,Director,Department's lead on People and business planning and Chair of the Corporate Committee. SRO for Philanthropy programme and Director level lead on the Arts (including the Department's relationship with the Arts Council). Lead on Localism.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 2368,Directors.mailbox@culture.gsi.gov.uk,PSO100036,363350,1,90000,94999,Policy,,1
Mar-11,Senior,FIN099997,Simon Judge,SCS2,Director,Finance Director and Chair of the Investment Committee. Director level lead on Tourism and Heritage (including the Department's relationship with English Heritage and Visit Britain) and Evidence and Analysis. SRO for 2012 Tourism Strategy. Lead on Transparency. Member of the Departmental Board.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6353,Directors.mailbox@culture.gsi.gov.uk,PSO100036,1479719,1,95000,99999,Finance,,1
Mar-11,Senior,GOE100001,Jeremy Beeton,SCS3,"Director General, GOE",Senior Responsible Owner for Olympic Programme Coordination,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6445,Directors.mailbox@culture.gsi.gov.uk,PSO100036,2283571,1,225000,229999,Operational Delivery,,1
Mar-11,Senior,MDA100000,N/D,SCS2,Director,"Department's lead on Policy and Resource Allocation and Communications. Chair of the Policy Committee. SRO for Broadband, Spectrum and Digital Switchover policy (including the department's relationship with the BBC). Lead on Growth.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6463,N/D,PSO100036,594008,1,90000,94999,Policy,,1
Mar-11,Senior,NEW100001,N/D,SCS1,Head of News and Communications,"Responsible for all media handling advice for Ministers, managing media campaigns, handling press calls and organising media events for the Department","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 6273,N/D,MDA100000,851819,1,N/D,,Communications,,1
Mar-11,Senior,SCC100000,Helen Macnamara,SCS2,Director,"Department's lead on Strategic Change, Corporate Strategy and Arms Length Body Reform. SRO for future communications regulation and Local TV (including the Department's relationship with OFCOM). Lead on the Big Society agenda. Member of the Executive and Departmental Boards.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,0207 211 6954,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,0.88,80000,84999,Policy,Has fewer than 5 direct reports. Staff costs are included in the total salary cost of the individual reports to.,1
Mar-11,Senior,SOS100002,N/D,SCS1,Head of Ministerial Support,Responsible for the overall management and successful running of the Ministers' private offices and Public Engagement Unit,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,0207 211 6243,N/D,PSO100036,2217223,1,N/D,,Policy,,1
Mar-11,Senior,CPC100000,N/D,SCS1,Head of Change Programme,Responsible for the ongoing overall alignment of the change Programme to the Department’s strategic direction,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 6178,N/D,SCC100000,200688,1,N/D,,Programme and Project Management (PPM),,1
Mar-11,Senior,SCC100001,N/D,SCS1,Head of Major Projects,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area or elements of the Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020-7211 2331,N/D,SCC100000,N/D,0.9,N/D,,Operational Delivery,Team members are allocated from the Departmental flexible pool to projects,1
Mar-11,Senior,GOE100155,N/D,SCS1,Head of Programme Office,Responsible for the broad range of stakeholders to help deliver the Government’s objectives,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,N/D,1,N/D,,Programme and Project Management (PPM),,1
Sep-10,Senior,PSO10036,Jonathan Stephens,Permanent Secretary,Permanent Secretary,"As the DCMS accounting officer, the Permanent Secretary is personally accountable to Parliament for the proper, prudent and effective use of public money by both the Department and its non departmental public bodies",,,Permanent Secretary,0207 211 6256,jonathan.stephens@culture.gsi.gov.uk,-,"360,038",,,,,,
Sep-10,Senior,PDG100000,Andrew Ramsay,SCS3,"Director General, Partnerships and Programmes",Senior responsible in the delivery of Government services in the sectors,,,P&P DGO Director General's Office,020-7211 6410,andrew.ramsay@culture.gsi.gov.uk,PSO10036,"986,891",,,,,,
Sep-10,Senior,DEA100000,Anita Charlesworth,SCS2,"Director, Chief Analyst",Leading strategic research to enhance the Department's evidence base,,,P&P EAA Evidence and Analysis Unit,020-7211 6412,anita.charlesworth@culture.gsi.gov.uk,PDG100000,"100,000",,,,,,
Sep-10,Senior,GOE100119,David Goldstone,SCS2,"Director of Finance, GOE","Responsible for assuring the delivery of the Games’ venues and infrastructure, and that the whole programme remains on budget and provides value for money",,,GOE Finance,020-7211 6445,david.goldstone@culture.gsi.gov.uk,GOE100001,"200,000",,,,,,
Sep-10,Senior,GOE100001,Jeremy Beeton,SCS3,"Director General, Government Olympic Executive",Head of GOE and Senior Responsible Owner for Olympic Programme Coordination.,,,GOE Leadership & Secretariat,020-7211 6907,jeremy.beeton@culture.gsu.gov.uk,PSO10036,"506,792",,,,,,
Sep-10,Senior,CUL100000,Mick Elliott,SCS2,"Director, Culture","Leading the delivery of services in arts, museums and galleries, architecture and design, historic environment and libraries",,,P&P CUL Culture,020-7211 6328,michael.elliott@culture.gsi.gov.uk,PDG100000,"200,000",,,,,,
Sep-10,Senior,DSL100000,Paul Bolt,SCS2,"Director, Sport  and Leisure","Responsible for the contribution to the economy of the tourism, sport and leisure industries",,,P&P DSL Sport and Leisure,020-7211 6384,Paul.Bolt@Culture.gsi.gov.uk,PDG100000,"200,000",,,,,,
Sep-10,Senior,FIN099997,Simon Judge,SCS2,"Director, Finance","Responsible for finance, information services, property and procurement functions across DCMS and its NDPBs.",,,CSG FIN Head of Finance,020-7211 6353,simon.judge@culture.gsi.gov.uk,PSO10036,"200,000",,,,,,
Sep-10,Senior,GOE100003,ND,SCS2,"Director, Operations, Government Olympic Executive","Lead on the oversight of LOCOG, the 2012 Government Operations Programme, the 2012 UK Wide Operations Programme.",,,GOE Operations,,,GOE100001,"300,000",,,,,,
Sep-10,Senior,MDA100000,ND,SCS2,"Director, Media",Leading on strategic relationships with major stakeholders in the Media sector,,,P&P MDA Media,,,PDG100000,"200,000",,,,,,
Sep-10,Senior,GOE100004,ND,SCS2,"Director, Legacy",Leads the cross-Government programmes to maximise national dividend from the public investment in the Games and support the legacy Governance structures,,,GOE Legacy,,,GOE100001,"100,000",,,,,,
Sep-10,Senior,PRG100000,ND,SCS2,"Director, Programmes","Overseeing the work of the Programmes team, delegating responsibility for specific projects to the Deputy Directors",,,P&P PRG Programmes,,,PDG100000,"490,000",,,,,,
Sep-10,Senior,NIC099999,ND,SCS2 ,"Director, Communication and Change",Responsible for directing the Department's internal and external communications; devising communication strategies and managing the change project.,,,EXA COM Director of Communications,,,PSO10036,"300,000",,,,,,
Sep-10,Senior,GOE100112,ND,SCS2,"Director, Head of Government Readiness","Responsible for delivery of Games Readiness exercises, assuring that appropriate C3 structures are in place and overall assurance of 2012 Strategic Risk Assessment",,,GOE Programme Integration & Assurance,,,GOE100001,"200,000",,,,,,
Sep-10,Senior,PRG100004,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,P&P PRG Programmes,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,HRM100024,ND,,"Deputy Director, Head of Human Resources",Responsibile for all people based activity within the Department from both an operational and strategic perspective,,,CSG HRM Deputy Director's Office,,,NIC099999,"556,489",,,,,,
Sep-10,Senior,CUL100001,ND,,"Deputy Director, Culture","Responsible for the team supporting and promoting the access to historic environment, architecture, archaeology and cultural property ",,,P&P CUL Culture,,,CUL100000,"617,907",,,,,,
Sep-10,Senior,GOE 100116,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,GOE Staging,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,PRU100000,ND,,"Deputy Director, Head of Public Engagement and Recognition Unit","Responsible for the Department's contact with the public, handling briefings and speeches, Parliamentary Questions, correspondence, the public enquiry line.
",,,EXA COM Director of PERU,,,NIC099999,"1,232,532",,,,,,
Sep-10,Senior,PRG100002,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,P&P PRG Programmes,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,PRG100005,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,P&P PRG Programmes,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,CUL100002,ND,,"Deputy Director, Culture","Responsible for the delivery in following areas: Arts, museums and galleries, libraries and archives.",,,P&P CUL Culture,,,CUL100000,"467,503",,,,,,
Sep-10,Senior,MDA100001,ND,,"Deputy Director, Media","Responsible for the portfolio of programmes specific to sectors
",,,P&P MDA Media,,,MDA100000,"337,532",,,,,,
Sep-10,Senior,PRG100006,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,P&P PRG Programmes,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,MDA100002,ND,,"Deputy Director, Media",Working with and for the broad range of stakeholders in the media sector and creative industries to help deliver the Government’s objectives for the sector. ,,,P&P MDA Media,,,MDA100000,"337,532",,,,,,
Sep-10,Senior,PRG100003,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,P&P PRG Programmes,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,GAC100000,ND,,"Deputy Director, Government Art Collection","Selecting and placing works of art from the Collection in major British Government buildings that reflect the history, culture and creativity in visual arts",,,P&P GAC Government Art Collection,,,CUL100000,"397,720",,,,,,
Sep-10,Senior,SOS100002,ND,,"Deputy Director, Principal Private Secretary",Responsible for the overall management and successful running of the Ministers' private offices.,,,PSO SOS Secretary of State's Office,,,PSO10036,"699,738",,,,,,
Sep-10,Senior,CUL100001,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,P&P Programmes,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,FIN099998,ND,,"Deputy Director, Head of Finance",Responsible for the financial management and compliance ,,,CSG FIN Head of Finance,,,FIN099997,"642,000",,,,,,
Sep-10,Senior,PRG100001,ND,,"Deputy Director, Programmes","Responsible for all Departmental projects with a fixed end date. Scoping, resourcing and management of projects",,,P&P PRG Programmes,,,PRG100000,"358,969",,,,,,
Sep-10,Senior,DSL100001,ND,,"Deputy Director , Head of Leisure","Responsible for oversight of all strategic relations in entertainment, tourism and licensing sectors.",,,P&P DSL Leisure,,,DSL100000,"687,728",,,,,,
Sep-10,Senior,DEA100001,ND,,"Deputy Director, Chief Analyst",Focusing on strategic research to enhance the Department's evidence base,,,P&P EAA Evidence and Analysis Unit,,,DEA100000,"597,124",,,,,,
Sep-10,Senior,NEW100001,ND,,"Deputy Director, Head of News","Responsible for all media handling advice for Ministers, managing media campaigns, handling press calls and organising media events for the Department

",,,EXA COM Director of News,,,NIC099999,"404,250",,,,,,
Sep-10,Senior,CSI100000,ND,,"Deputy Director, Head of IS","Responsible for the provision of IT and telecoms services to the Department and heads up Infrastructure and Delivery, IT solutions and business management and Information and Assurance  teams.",,,CSG INF Information Services,,,FIN099997,"322,989",,,,,,
Sep-10,Senior,DSL100002,ND,,"Deputy Director, Head of Sport","Responsible for delivery of broad range of Sports projects

",,,P&P DSL Sport,,,DSL100000,"677,548",,,,,,
Sep-10,Senior,PPS100000,ND,,"Deputy Director, Head of Strategic Planning",Responsible for producing the Department's business plan establishing and managing the new governance structure for the Department,,,PSO Permanent Secretary's Office,,,PSO10036,0,,,,,,
Sep-10,Senior,GOE100008,ND,,"Deputy Director, Head of Projects",Temporarily responsible for Park Operations [up to 31 October 2010]. Head of team assuring venues and infrastructure delivery,,,GOE Finance,,,GOE100119,"175,000",,,,,,
Sep-10,Senior,GOE100116,ND,,"Deputy Director, Head of Transport, Government Olympic Executive",Responsible for the assurance of all transport related areas of London 2012.,,,GOE Operations,,,GOE10003,"175,000",,,,,,
Sep-10,Senior,GOE100012,ND,,"Deputy Director, Head of Staging Delivery, Government Olympic Executive",Responsible for providing the oversight and assurance on the successful delivery of the sport competition venues and operations to programme and within budget,,,GOE Operations,,,GOE10003,"175,000",,,,,,
Sep-10,Senior,GOE100014,ND,,"Deputy Director, Head of Programme Assurance & Risk Management",Responsible for assuring aspects of the London 2012 Olympic and Paralympic Games Programme,,,GOE Programme Integration & Assurance,,,GOE100014,"175,000",,,,,,
Sep-10,Senior,GOE100014,ND,,"Deputy Director, Head of Programme Assurance & Risk Management",Responsible for the sole programme-wide view of 2012 preparations - identifying inter dependencies; resolving cross-programme risks; and reporting on performance. Also leads cross-programme integration,,,GOE Programme Integration & Assurance,,,GOE100001,"175,000",,,,,,
Sep-10,Senior,GOE100013,ND,,"Deputy Director, Head of LOCOG Relationship & Finance, Government Olympic Executive",Leading on the assurance of LOCOG finance. Strategic Advice on Spending Reviews. Leads on International and Dignitary Management.,,,GOE Finance,,,GOE100119,"175,000",,,,,,
Sep-10,Senior,GOE100010,ND,,"Deputy Director, Security, Government Olympic Executive","Government Olympic Executive lead on safety and security, including assurance and integration with other operations; and SCS lead on Olympic Park Legacy.",,,GOE Operations,,,GOE100003,"175,000",,,,,,
Sep-10,Senior,GOE100011,ND,,"Deputy Director, Head of Government Services, Government Olympic Executive",Responsible for oversight of all the services Government needs to deliver in 2012 (excluding security),,,GOE Operations,,,GOE100003,"175,000",,,,,,
Sep-10,Senior,GOE100114,ND,,"Deputy Director, Head of UK-Wide Operations, Government Olympic Executive",Responsible for all operations and Government services outside venues beyond London. ,,,GOE Operations,,,GOE100003,"175,000",,,,,,
Sep-10,Senior,GOE100111,ND,,"Deputy Director, Secondment Programme Manager, Government Olympic Executive",Responsible for securing cross-public sector secondees for LOCOG.,,,GOE Operations,,,GOE100003,"175,000",,,,,,
Sep-10,Senior,GOE100009,ND,,"Deputy Director, Legacy, Government Olympic Executive",Responsible for bringing together cross-Government programmes to maximise national dividend from the public investment in the Games and support the legacy Governance structures,,,GOE Legacy,,,GOE100004,"175,000",,,,,,
Sep-10,Senior,CCM100000,ND,,"Deputy Director, Head of Olympics and Strategic Communication","Developing and implementing communications strategies for internal, external and stakeholder audiences, ensuring that the Department’s key messages are effectively communicated to each audience",,,EXA COM Director of GOE Comms,,,NIC099999,"565,000",,,,,,
Sep-10,Senior,GOE100005,ND,,"Deputy Director, Head of Operations, Government Olympic Executive","Responsible for GOE resourcing, diversity, accessibility, Olympic Board secretariat, and integration of GOE's work with that of the rest of DCMS",,,GOE Leadership & Secretariat,,,GOE100001,"175,000",,,,,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",ALB Team,,,DCMS1011,,0.4,47219,56243,Policy,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",ALB Team,,,DCMS1011,,0.5,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",ALB Team,,,DCMS1011,,1,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",ALB Team,,,DCMS1011,,3,23900,26473,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Arts, Libraries and Cultural Property",,,DCMS1008,,3.6,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Arts, Libraries and Cultural Property",,,DCMS1008,,6.69,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport","Arts, Libraries and Cultural Property",,,DCMS1008,,4.83,23900,26473,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",BDUK,,,DCMS2001,,31.37,47219,56243,Policy,,
Oct-14,Junior,,,A(U),Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",BDUK,,,DCMS2001,,6,53494,66006,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",BDUK,,,DCMS2001,,8.6,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",BDUK,,,DCMS2001,,15.77,23900,26473,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",BDUK,,,DCMS2001,,2,20436,21233,Policy,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",CEII,,,DCMS1023,,10.7,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",CEII,,,DCMS1023,,5,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",CEII,,,DCMS1023,,3.5,23900,26473,Policy,,
Oct-14,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",CEII,,,DCMS1023,,2,20436,21233,Policy,,
Oct-14,Junior,,,A,Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",CLOS,,,DCMS1021,,2,47219,56243,Finance,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Critical Support Unit,,,DCMS3001,,1,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Critical Support Unit,,,DCMS3001,,1,31052,37502,Policy,,
Oct-14,Junior,,,A,Senior Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",EAU,,,DCMS1016,,6.62,47219,56243,Economics,,
Oct-14,Junior,,,B,Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",EAU,,,DCMS1016,,2.89,31052,37502,Economics,,
Oct-14,Junior,,,C,Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",EAU,,,DCMS1016,,1,23900,26473,Economics,,
Oct-14,Junior,,,Fast Stream,Analyst,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",EAU,,,DCMS1016,,4,31052,37502,Economics,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Efficiency,,,DCMS1022,,1,47219,56243,Policy,,
Oct-14,Junior,,,A,Private Secretary,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board Support Unit,,,DCMS3001,,1,47219,56243,Policy,,
Oct-14,Junior,,,C,Executive Assistant,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board Support Unit,,,DCMS3001,,1.83,23900,26473,Other,,
Oct-14,Junior,,,D,Executive Assistant,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board Support Unit,,,DCMS3001,,0.8,20436,21233,Other,,
Oct-14,Junior,,,A,Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,DCMS1026,,1,47219,56243,Finance,,
Oct-14,Junior,,,A(U),Senior Finance Manager,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,DCMS1026,,1,53494,66006,Finance,,
Oct-14,Junior,,,B,Finance Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,DCMS1026,,7,31052,37502,Finance,,
Oct-14,Junior,,,C,Finance Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,DCMS1026,,3.86,23900,26473,Finance,,
Oct-14,Junior,,,D,Finance Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Finance,,,DCMS1026,,1.5,20436,21233,Finance,,
Oct-14,Junior,,,A,Senior Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GAC,,,DCMS1020,,1,47219,56243,Policy,,
Oct-14,Junior,,,B,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GAC,,,DCMS1020,,5,31052,37502,Policy,,
Oct-14,Junior,,,C,Policy Adviser,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GAC,,,DCMS1020,,5.36,23900,26473,Policy,,
